Entry ID,Recommended Enzyme Name,Reaction ID,Enzymatic Activity,EC Number,Gene,Organism,Strain/Tissue,Reaction,Cofactor,Cofactor Concentration,Substrate,Value Type,Value,Deviation,Units,Structure,Regulation,Regulation Mechanism,pH,Temp (›C),Buffer/Media,Uniprot,References,Data Point,Notes
428,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S77,
429,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S77,
430,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),5.21,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S77,
431,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),274,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S77,
432,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.019,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S77,
433,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S78,
434,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S78,
435,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S78,
436,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),5.86,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S78,
437,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),63,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S78,
438,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101V,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.093,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S78,
439,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S79,
440,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S79,
441,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S79,
442,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),5.45,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S79,
443,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),78,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S79,
444,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101T,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.07,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S79,
445,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101I,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S80,
446,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101I,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S80,
447,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101I,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S80,
448,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101I,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),5.5,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S80,
449,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101I,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),72,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S80,
450,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitM101I,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.076,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S80,
451,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S81,
452,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S81,
453,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S81,
454,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),5.52,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S81,
455,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),158,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S81,
456,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.035,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S81,
457,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S82,
458,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S82,
459,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S82,
460,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),5.74,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S82,
461,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),144,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S82,
462,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD112G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.04,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S82,
463,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF114L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S83,
464,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF114L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S83,
465,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF114L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S83,
466,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF114L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),6.18,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S83,
467,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF114L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),97,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S83,
468,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitF114L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.064,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S83,
469,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY115C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S84,
470,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY115C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S84,
471,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY115C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S84,
472,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY115C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),5.47,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S84,
473,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY115C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),133,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S84,
474,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY115C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.041,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S84,
475,"Tryptophan synthase alpha chainUniRule annotation
<p>Manual validated information which has been generated by the UniProtKB automatic annotation system.</p>
	<p><a href=""/manual/evidences#ECO:0000255"">More_</a></p>      Manual assertion according to rulesiHAMAP-Rule:MF_00131",,,,trpA,Escherichia coli,strain K12,L-serine + 1-C-(indol-3-yl)glycerol 3-phosphate = L-tryptophan + D-glyceraldehyde 3-phosphate + H2O,,,Proton acceptor,Active site,49,,BLAST Subseq. Position,Tetramer of two alpha and two beta chains,,,,,,P0A877,RF2,,
476,"Tryptophan synthase alpha chainUniRule annotation
<p>Manual validated information which has been generated by the UniProtKB automatic annotation system.</p>
	<p><a href=""/manual/evidences#ECO:0000255"">More_</a></p>      Manual assertion according to rulesiHAMAP-Rule:MF_00131",,,,trpA,Escherichia coli,strain K12,L-serine + 1-C-(indol-3-yl)glycerol 3-phosphate = L-tryptophan + D-glyceraldehyde 3-phosphate + H2O,,,Proton acceptor,Active site,60,,BLAST Subseq. Position,Tetramer of two alpha and two beta chains,,,,,,P0A877,RF2,,
477,Tryptophan synthase beta chain,,,,trpB,Escherichia coli,strain K12,L-serine + 1-C-(indol-3-yl)glycerol 3-phosphate = L-tryptophan + D-glyceraldehyde 3-phosphate + H2O,,,Nucleophile,Active site,62,,BLAST Subseq. Position,Tetramer of two alpha and two beta chains,,,,,,P0A879,RF3,,
478,Tryptophan synthase beta chain,,,,trpB,Escherichia coli,strain K12,L-serine + 1-C-(indol-3-yl)glycerol 3-phosphate = L-tryptophan + D-glyceraldehyde 3-phosphate + H2O,,,Proton donor,Active site,86,,BLAST Subseq. Position,Tetramer of two alpha and two beta chains,,,,,,P0A879,RF3,,
